schema_version	namespace	profile	master	order_index	position	predecessor	method	candidate_count	attempted_paths	dropped_paths	generation_elapsed_s	generation_overage	ledger_charge_total_s	actual_replay_total_s	actual_replay_overage	replay_coverage_numerator	replay_coverage_denominator	raw	invalid_attribution_count	duplicate_identity_count	score_identity_failure_count	timeout_count	incomplete_count	exception_count	exception_id	cell_valid	transition_sequence_json
hcms24-method-cell-v1	primary	immediate_context_cliff_new	101	1	2	fixed24_no_salvage_calibrated	hcms_calibrated	10	16	6	1.998169681057334	False	1.9866614522470627	1.3195564352208748	False	10	10	1188.0	0	0	0	0	0	0		True	[8,8,8,8,8,8,8,8,8,1]
hcms24-method-cell-v1	primary	immediate_context_cliff_new	101	1	3	hcms_calibrated	hcms_scalar	13	14	1	1.954504290013574	False	0.7984532809350641	2.1259121841285378	True	0	13	1690.0	0	0	0	0	0	0		True	[8,8,8,8,8,8,8,8,8,8,8,8,8]
hcms24-method-cell-v1	primary	immediate_context_cliff_new	101	2	0	none	fixed24_no_salvage_calibrated	0	12	12	1.901209266972728	False	0.0	0.0	False	0	0	0.0	0	0	0	0	0	0		True	[]
hcms24-method-cell-v1	primary	immediate_context_cliff_new	101	2	1	fixed24_no_salvage_calibrated	hcms_scalar	13	14	1	1.9284747790079564	False	0.7847751559689642	1.927554011112079	False	0	13	1690.0	0	0	0	0	0	0		True	[8,8,8,8,8,8,8,8,8,8,8,8,8]
hcms24-method-cell-v1	primary	immediate_context_cliff_new	101	2	2	hcms_scalar	fixed8_calibrated	10	15	5	1.9039964199764654	False	1.9980313452833798	1.4994755771476775	False	10	10	1300.0	0	0	0	0	0	0		True	[8,8,8,8,8,8,8,8,8,8]
hcms24-method-cell-v1	primary	immediate_context_cliff_new	101	2	3	fixed8_calibrated	hcms_calibrated	9	15	6	1.9207516741007566	False	1.9770614354638383	1.2393943120259792	False	9	9	1170.0	0	0	0	0	0	0		True	[8,8,8,8,8,8,8,8,8]
hcms24-method-cell-v1	primary	immediate_context_cliff_new	101	3	0	none	hcms_scalar	13	14	1	1.965776082011871	False	0.8155378780327738	1.9397832980612293	False	0	13	1690.0	0	0	0	0	0	0		True	[8,8,8,8,8,8,8,8,8,8,8,8,8]
hcms24-method-cell-v1	primary	immediate_context_cliff_new	101	3	1	hcms_scalar	hcms_calibrated	10	14	4	1.943961851997301	False	1.9633136987977196	1.3956340921577066	False	10	10	1300.0	0	0	0	0	0	0		True	[8,8,8,8,8,8,8,8,8,8]
hcms24-method-cell-v1	primary	immediate_context_cliff_new	101	3	2	hcms_calibrated	fixed24_no_salvage_calibrated	0	12	12	1.9019296820042655	False	0.0	0.0	False	0	0	0.0	0	0	0	0	0	0		True	[]
hcms24-method-cell-v1	primary	immediate_context_cliff_new	101	3	3	fixed24_no_salvage_calibrated	fixed8_calibrated	9	16	7	1.9496139730326831	False	1.8839588829723652	1.2221217398764566	False	9	9	1170.0	0	0	0	0	0	0		True	[8,8,8,8,8,8,8,8,8]
hcms24-method-cell-v1	primary	immediate_context_cliff_new	211	0	0	none	hcms_calibrated	10	15	5	1.906461956910789	False	1.940407828806201	1.5132408312056214	False	9	10	1300.0	0	0	0	0	0	0		False	[8,8,8,8,8,8,8,8,8,8]
hcms24-method-cell-v1	primary	immediate_context_cliff_new	211	0	1	hcms_calibrated	fixed8_calibrated	10	15	5	1.9004090380622074	False	1.9968968111788854	1.3783717430196702	False	10	10	1300.0	0	0	0	0	0	0		True	[8,8,8,8,8,8,8,8,8,8]
hcms24-method-cell-v1	primary	immediate_context_cliff_new	211	0	2	fixed8_calibrated	hcms_scalar	13	14	1	1.9339263360016048	False	0.8083808357827367	1.942587871919386	False	0	13	1690.0	0	0	0	0	0	0		True	[8,8,8,8,8,8,8,8,8,8,8,8,8]
hcms24-method-cell-v1	primary	immediate_context_cliff_new	211	0	3	hcms_scalar	fixed24_no_salvage_calibrated	0	12	12	1.9016649730037898	False	0.0	0.0	False	0	0	0.0	0	0	0	0	0	0		True	[]
hcms24-method-cell-v1	primary	immediate_context_cliff_new	211	1	0	none	fixed8_calibrated	9	15	6	1.9301043299492449	False	1.91122103278758	1.243155206902884	False	9	9	1170.0	0	0	0	0	0	0		True	[8,8,8,8,8,8,8,8,8]
hcms24-method-cell-v1	primary	immediate_context_cliff_new	211	1	1	fixed8_calibrated	fixed24_no_salvage_calibrated	0	12	12	1.9125829699914902	False	0.0	0.0	False	0	0	0.0	0	0	0	0	0	0		True	[]
hcms24-method-cell-v1	primary	immediate_context_cliff_new	211	1	2	fixed24_no_salvage_calibrated	hcms_calibrated	10	15	5	1.9200923789758235	False	1.9732554310758132	1.34661631193012	False	10	10	1188.0	0	0	0	0	0	0		True	[8,8,8,8,8,8,8,8,8,1]
hcms24-method-cell-v1	primary	immediate_context_cliff_new	211	1	3	hcms_calibrated	hcms_scalar	13	13	0	1.903864067979157	False	0.7666325568570757	1.8344615728128701	False	0	13	1578.0	0	0	0	0	0	0		True	[8,8,8,8,8,8,8,8,8,8,8,8,1]
hcms24-method-cell-v1	primary	immediate_context_cliff_new	211	2	0	none	fixed24_no_salvage_calibrated	0	12	12	1.9051834379788488	False	0.0	0.0	False	0	0	0.0	0	0	0	0	0	0		True	[]
hcms24-method-cell-v1	primary	immediate_context_cliff_new	211	2	1	fixed24_no_salvage_calibrated	hcms_scalar	13	14	1	1.9846997360000387	False	0.786245629109908	1.8961804423015565	False	0	13	1690.0	0	0	0	0	0	0		True	[8,8,8,8,8,8,8,8,8,8,8,8,8]
hcms24-method-cell-v1	primary	immediate_context_cliff_new	211	2	2	hcms_scalar	fixed8_calibrated	10	15	5	1.9577310639433563	False	1.9575788763177115	1.415675696101971	False	10	10	1300.0	0	0	0	0	0	0		True	[8,8,8,8,8,8,8,8,8,8]
hcms24-method-cell-v1	primary	immediate_context_cliff_new	211	2	3	fixed8_calibrated	hcms_calibrated	10	16	6	1.962615110911429	False	1.9529569569567684	1.3265362030360848	False	10	10	1188.0	0	0	0	0	0	0		True	[8,8,8,8,8,8,8,8,8,1]
hcms24-method-cell-v1	primary	immediate_context_cliff_new	211	3	0	none	hcms_scalar	13	14	1	1.9159349420806393	False	0.7784359981189483	1.9145139851607382	False	0	13	1690.0	0	0	0	0	0	0		True	[8,8,8,8,8,8,8,8,8,8,8,8,8]
hcms24-method-cell-v1	primary	immediate_context_cliff_new	211	3	1	hcms_scalar	hcms_calibrated	9	15	6	1.977803291985765	False	1.8706314248265699	1.2282780889654532	False	9	9	1170.0	0	0	0	0	0	0		True	[8,8,8,8,8,8,8,8,8]
hcms24-method-cell-v1	primary	immediate_context_cliff_new	211	3	2	hcms_calibrated	fixed24_no_salvage_calibrated	0	13	13	1.9156862479867414	False	0.0	0.0	False	0	0	0.0	0	0	0	0	0	0		True	[]
hcms24-method-cell-v1	primary	immediate_context_cliff_new	211	3	3	fixed24_no_salvage_calibrated	fixed8_calibrated	10	16	6	1.9678507979260758	False	1.9744970093597658	1.36340449412819	False	10	10	1188.0	0	0	0	0	0	0		True	[8,8,8,8,8,8,8,8,8,1]
hcms24-method-cell-v1	primary	immediate_context_cliff_new	307	0	0	none	hcms_calibrated	10	15	5	1.9242168730124831	False	1.9731352612143382	1.4646767110098153	False	9	10	1300.0	0	0	0	0	0	0		False	[8,8,8,8,8,8,8,8,8,8]
hcms24-method-cell-v1	primary	immediate_context_cliff_new	307	0	1	hcms_calibrated	fixed8_calibrated	9	16	7	1.9733904649037868	False	1.897664164134767	1.237279502209276	False	9	9	1170.0	0	0	0	0	0	0		True	[8,8,8,8,8,8,8,8,8]
hcms24-method-cell-v1	primary	immediate_context_cliff_new	307	0	2	fixed8_calibrated	hcms_scalar	13	14	1	1.9445157219888642	False	0.8053607383277267	1.9246519959997386	False	0	13	1690.0	0	0	0	0	0	0		True	[8,8,8,8,8,8,8,8,8,8,8,8,8]
hcms24-method-cell-v1	primary	immediate_context_cliff_new	307	0	3	hcms_scalar	fixed24_no_salvage_calibrated	0	12	12	1.9853934310376644	False	0.0	0.0	False	0	0	0.0	0	0	0	0	0	0		True	[]
hcms24-method-cell-v1	primary	immediate_context_cliff_new	307	1	0	none	fixed8_calibrated	9	16	7	1.9945603410014883	False	1.853458875848446	1.2832687557674944	False	9	9	1170.0	0	0	0	0	0	0		True	[8,8,8,8,8,8,8,8,8]
hcms24-method-cell-v1	primary	immediate_context_cliff_new	307	1	1	fixed8_calibrated	fixed24_no_salvage_calibrated	0	11	11	1.9008813480613753	False	0.0	0.0	False	0	0	0.0	0	0	0	0	0	0		True	[]
hcms24-method-cell-v1	primary	immediate_context_cliff_new	307	1	2	fixed24_no_salvage_calibrated	hcms_calibrated	10	15	5	1.962777312961407	False	1.997879450354958	1.3257804739987478	False	10	10	1188.0	0	0	0	0	0	0		True	[8,8,8,8,8,8,8,8,8,1]
hcms24-method-cell-v1	primary	immediate_context_cliff_new	307	1	3	hcms_calibrated	hcms_scalar	13	13	0	1.9035404010210186	False	0.7807797778979876	1.8575828169705346	False	0	13	1578.0	0	0	0	0	0	0		True	[8,8,8,8,8,8,8,8,8,8,8,8,1]
hcms24-method-cell-v1	primary	immediate_context_cliff_new	307	2	0	none	fixed24_no_salvage_calibrated	0	12	12	1.9352356829913333	False	0.0	0.0	False	0	0	0.0	0	0	0	0	0	0		True	[]
hcms24-method-cell-v1	primary	immediate_context_cliff_new	307	2	1	fixed24_no_salvage_calibrated	hcms_scalar	13	13	0	1.906258146977052	False	0.7683392227976584	1.8420534450560808	False	0	13	1578.0	0	0	0	0	0	0		True	[8,8,8,8,8,8,8,8,8,8,8,8,1]
hcms24-method-cell-v1	primary	immediate_context_cliff_new	307	2	2	hcms_scalar	fixed8_calibrated	10	15	5	1.9622999810380861	False	1.9825023975863587	1.3543514109915122	False	10	10	1188.0	0	0	0	0	0	0		True	[8,8,8,8,8,8,8,8,8,1]
hcms24-method-cell-v1	primary	immediate_context_cliff_new	307	2	3	fixed8_calibrated	hcms_calibrated	10	16	6	1.9863080410286784	False	1.9759718303976115	1.3592373901046813	False	10	10	1188.0	0	0	0	0	0	0		True	[8,8,8,8,8,8,8,8,8,1]
hcms24-method-cell-v1	primary	immediate_context_cliff_new	307	3	0	none	hcms_scalar	13	14	1	1.9167957669124007	False	0.8096795489545914	1.9116209029452875	False	0	13	1690.0	0	0	0	0	0	0		True	[8,8,8,8,8,8,8,8,8,8,8,8,8]
hcms24-method-cell-v1	primary	immediate_context_cliff_new	307	3	1	hcms_scalar	hcms_calibrated	9	15	6	1.9787036819616333	False	1.9688268212485127	1.2236034522065893	False	9	9	1170.0	0	0	0	0	0	0		True	[8,8,8,8,8,8,8,8,8]
hcms24-method-cell-v1	primary	immediate_context_cliff_new	307	3	2	hcms_calibrated	fixed24_no_salvage_calibrated	0	13	13	1.9214567870367318	False	0.0	0.0	False	0	0	0.0	0	0	0	0	0	0		True	[]
hcms24-method-cell-v1	primary	immediate_context_cliff_new	307	3	3	fixed24_no_salvage_calibrated	fixed8_calibrated	10	15	5	1.9044726120773703	False	1.967166005197214	1.3986884918995202	False	10	10	1300.0	0	0	0	0	0	0		True	[8,8,8,8,8,8,8,8,8,8]
hcms24-method-cell-v1	safety	delayed_context_cliff_safety	101	0	0	none	hcms_calibrated	9	15	6	2.032595769967884	True	1.865223885688465	1.3595345390494913	False	8	9	1426.0	0	0	0	0	0	0		False	[24,8,8,8,8,8,8,8,8]
